ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920564.BJ,20251231,22.74,5.6123,9.0285,0.81,347.3797,181.7877,6.5671,11.351,9.1959,,,8910.3621,4049.2148,2517.0898,202621.6342,92079.1446,0
920564.BJ,20251230,22.54,7.9162,12.7347,1.09,344.3245,180.1889,6.5093,11.2511,9.115,,,8910.3621,4049.2148,2517.0898,200839.5617,91269.3016,0
920564.BJ,20251229,23.8,4.5151,7.2634,0.55,363.5724,190.2615,6.8732,11.8801,9.6246,,,8910.3621,4049.2148,2517.0898,212066.618,96371.3122,0
920564.BJ,20251226,24.01,7.9778,12.8338,0.88,366.7804,191.9403,6.9338,11.9849,9.7095,,,8910.3621,4049.2148,2517.0898,213937.794,97221.6473,0
920564.BJ,20251225,24.76,7.6912,12.3728,0.75,378.2375,197.936,7.1504,12.3593,10.0128,,,8910.3621,4049.2148,2517.0898,220620.5656,100258.5584,0
920564.BJ,20251224,24.1,6.462,10.3954,0.57,368.1553,192.6598,6.9598,12.0298,9.7459,,,8910.3621,4049.2148,2517.0898,214739.7266,97586.0767,0
920564.BJ,20251223,23.6,9.7291,15.6511,0.8,360.5172,188.6627,6.8154,11.7802,9.5437,,,8910.3621,4049.2148,2517.0898,210284.5456,95561.4693,0
920564.BJ,20251222,24.93,8.8559,14.2465,,380.8345,199.295,7.1995,12.4441,10.0815,,,8910.3621,4049.2148,2517.0898,222135.3272,100946.925,0
920564.BJ,20251219,25.51,12.7935,20.5808,0.77,389.6946,203.9316,7.367,12.7336,10.3161,,,8910.3621,4049.2148,2517.0898,227303.3372,103295.4695,0
920564.BJ,20251218,25.81,13.5102,21.7337,0.73,394.2775,206.3299,7.4536,12.8834,10.4374,,,8910.3621,4049.2148,2517.0898,229976.4458,104510.234,0
920564.BJ,20251217,25.05,12.2603,19.7229,0.69,382.6676,200.2543,7.2342,12.504,10.1301,,,8910.3621,4049.2148,2517.0898,223204.5706,101432.8307,0
920564.BJ,20251216,25.6,13.416,21.5821,0.79,391.0695,204.6511,7.393,12.7786,10.3525,,,8910.3621,4049.2148,2517.0898,228105.2698,103659.8989,0
920564.BJ,20251215,26.3,17.4798,28.2605,1.04,401.7628,210.247,7.5952,13.128,10.6355,,,8910.3621,4049.2148,2504.5361,234342.5232,106494.3492,0
920564.BJ,20251212,27.0,26.4249,42.7225,1.75,412.4561,215.8429,7.7973,13.4774,10.9186,,,8910.3621,4049.2148,2504.5361,240579.7767,109328.7996,0
920564.BJ,20251211,25.12,22.9257,37.0653,1.67,383.7369,200.8139,7.2544,12.539,10.1584,,,8910.3621,4049.2148,2504.5361,223828.296,101716.2758,0
920564.BJ,20251210,22.4,8.2129,13.2783,0.51,342.1858,179.0697,6.4689,11.1813,9.0584,,,8910.3621,4049.2148,2504.5361,199592.111,90702.4115,0
920564.BJ,20251209,23.29,9.5606,15.4571,0.5,355.7816,186.1845,6.7259,11.6255,9.4183,,,8910.3621,4049.2148,2504.5361,207522.3333,94306.2127,0
920564.BJ,20251208,23.49,16.6144,26.8613,,358.8368,187.7833,6.7837,11.7253,9.4992,,,8910.3621,4049.2148,2504.5361,209304.4057,95116.0557,0
920564.BJ,20251205,24.46,18.1136,29.2852,,373.6547,195.5377,7.0638,12.2095,9.8915,,,8910.3621,4049.2148,2504.5361,217947.457,99043.794,0
920564.BJ,20251204,22.55,16.1568,26.1215,,344.4772,180.2688,6.5122,11.2561,9.1191,,,8910.3621,4049.2148,2504.5361,200928.6654,91309.7937,0
920564.BJ,20251203,23.85,20.3708,32.9345,,364.3362,190.6613,6.8876,11.905,9.6448,,,8910.3621,4049.2148,2504.5361,212512.1361,96573.773,0
920564.BJ,20251202,25.02,24.5589,39.7056,1.28,382.2093,200.0144,7.2255,12.4891,10.1179,,,8910.3621,4049.2148,2504.5361,222937.2597,101311.3543,0
920564.BJ,20251201,25.3,32.5268,52.5878,2.48,386.4866,202.2528,7.3064,12.6288,10.2312,,,8910.3621,4049.2148,2504.5361,225432.1611,102445.1344,0
920564.BJ,20251128,24.18,23.5775,38.1189,2.59,369.3773,193.2993,6.9829,12.0698,9.7782,,,8910.3621,4049.2148,2504.5361,215452.5556,97910.0139,0
920564.BJ,20251127,21.23,9.0321,14.6027,1.14,324.3127,169.7165,6.131,10.5972,8.5853,,,8910.3621,4049.2148,2504.5361,189166.9874,85964.8302,0
920564.BJ,20251126,22.21,14.0186,22.6646,2.4,339.2833,177.5508,6.414,11.0864,8.9816,,,8910.3621,4049.2148,2504.5361,197899.1422,89933.0607,0
920564.BJ,20251125,22.51,16.8864,27.3011,5.65,343.8662,179.949,6.5006,11.2362,9.1029,,,8910.3621,4049.2148,2504.5361,200572.2509,91147.8251,0
920564.BJ,20251124,19.62,2.1582,3.4892,0.75,299.7181,156.8459,5.666,9.7936,7.9342,,,8910.3621,4049.2148,2504.5361,174821.3044,79445.5944,0
920564.BJ,20251121,19.37,3.4838,5.6324,1.3,295.8991,154.8473,5.5938,9.6688,7.8331,,,8910.3621,4049.2148,2504.5361,172593.7139,78433.2907,0
920564.BJ,20251120,20.43,3.1057,5.0212,1.22,312.0918,163.3211,5.9,10.1979,8.2618,,,8910.3621,4049.2148,2504.5361,182038.6977,82725.4584,0
920564.BJ,20251119,20.65,3.5811,5.7898,1.52,315.4525,165.0799,5.9635,10.3077,8.3507,,,8910.3621,4049.2148,2504.5361,183998.9774,83616.2856,0
920564.BJ,20251118,21.48,2.6149,4.2276,1.03,328.1317,171.715,6.2032,10.722,8.6864,,,8910.3621,4049.2148,2504.5361,191394.5779,86977.1339,0
920564.BJ,20251117,21.58,1.5264,2.4678,0.55,329.6594,172.5145,6.2321,10.7719,8.7268,,,8910.3621,4049.2148,2504.5361,192285.6141,87382.0554,0
920564.BJ,20251114,21.3,2.5449,4.1145,0.98,325.382,170.2761,6.1512,10.6322,8.6136,,,8910.3621,4049.2148,2504.5361,189790.7127,86248.2752,0
920564.BJ,20251113,21.97,2.481,4.0112,0.93,335.6171,175.6322,6.3447,10.9666,8.8845,,,8910.3621,4049.2148,2504.5361,195760.6553,88961.2492,0
920564.BJ,20251112,21.73,2.65,4.2845,1.0,331.9508,173.7136,6.2754,10.8468,8.7875,,,8910.3621,4049.2148,2504.5361,193622.1684,87989.4376,0
